GID0,CODIGO1,NOME_MUN2,CO_IBGE3,CO_TEMA4,CO_SUBTE5,CO_INDIC6,NU_ANO7,VALOR8
2815,314910,Pedralva,314910,1,3,42,2010,0.4
3076,317070,Varginha,317070,1,3,42,2010,0.1
592,210850,Pindaré-Mirim,210850,1,3,42,2010,1.6
2250,310080,Aguanil,310080,1,3,42,2010,0.2
2448,311870,Coqueiral,311870,1,3,42,2010,0.1
2610,313240,Itajubá,313240,1,3,42,2010,0.8
2321,310740,Bom Despacho,310740,1,3,42,2010,0.6
3095,317220,Wenceslau Braz,317220,1,3,42,2010,0.5
2372,311200,Candeias,311200,1,3,42,2010,0.7
665,211300,Vitorino Freire,211300,1,3,42,2010,0.5
2431,311720,Conceição das Pedras,311720,1,3,42,2010,0.5
2732,314240,Moema,314240,1,3,42,2010,0.2
2945,316040,Santo Antônio do Monte,316040,1,3,42,2010,0.8
2360,311090,Campanha,311090,1,3,42,2010,0.3
602,210927,Presidente Sarney,210927,1,3,42,2010,0.2
731,220290,Corrente,220290,1,3,42,2010,12.8
2675,313780,Lambari,313780,1,3,42,2010,0.7
3498,352040,Ilhabela,352040,1,3,42,2010,4.5
2702,313990,Maria da Fé,313990,1,3,42,2010,0.9
3474,351840,Guaratinguetá,351840,1,3,42,2010,0.2
2834,315057,Pintópolis,315057,1,3,42,2010,12.3
2364,311120,Campo Belo,311120,1,3,42,2010,0.3
3825,355000,São Luís do Paraitinga,355000,1,3,42,2010,0.2
548,210570,Lago da Pedra,210570,1,3,42,2010,1.2
2476,312110,Delfim Moreira,312110,1,3,42,2010,0.3
3055,316930,Três Corações,316930,1,3,42,2010,0.5
2709,314050,Martinho Campos,314050,1,3,42,2010,1.9
732,220300,Cristalândia do Piauí,220300,1,3,42,2010,5
2758,314460,Nepomuceno,314460,1,3,42,2010,0.1
2468,312050,Cristina,312050,1,3,42,2010,0.2
2650,313590,Jesuânia,313590,1,3,42,2010,0.8
2393,311390,Carmo da Cachoeira,311390,1,3,42,2010,0.4
3721,354075,Potim,354075,1,3,42,2010,0.3
2358,311070,Cambuquira,311070,1,3,42,2010,1
3056,316935,Três Marias,316935,1,3,42,2010,1.3
593,210860,Pinheiro,210860,1,3,42,2010,0.9
3763,354430,Roseira,354430,1,3,42,2010,0.1
2813,314890,Pedra do Indaiá,314890,1,3,42,2010,0.1
471,210130,Bacuri,210130,1,3,42,2010,4.3
478,210177,Bela Vista do Maranhão,210177,1,3,42,2010,1.8
644,211172,Satubinha,211172,1,3,42,2010,0.2
2773,314550,Olímpio Noronha,314550,1,3,42,2010,0
798,220660,Monte Alegre do Piauí,220660,1,3,42,2010,3.6
2621,313350,Itapecerica,313350,1,3,42,2010,2.1
662,211280,Viana,211280,1,3,42,2010,3.4
3563,352630,Lagoinha,352630,1,3,42,2010,0.5
697,220190,Bom Jesus,220190,1,3,42,2010,1.4
2330,310825,Bonito de Minas,310825,1,3,42,2010,40.4
537,210515,Igarapé do Meio,210515,1,3,42,2010,2.2
2371,311190,Cana Verde,311190,1,3,42,2010,0.3
3293,350250,Aparecida,350250,1,3,42,2010,0.1
3887,355540,Ubatuba,355540,1,3,42,2010,9
3697,353850,Piquete,353850,1,3,42,2010,0.5
2395,311410,Carmo de Minas,311410,1,3,42,2010,1.3
2285,310390,Araújos,310390,1,3,42,2010,1.3
2355,311040,Camacho,311040,1,3,42,2010,1.2
2955,316110,São Francisco,316110,1,3,42,2010,8.7
641,211163,São Raimundo do Doca Bezerra,211163,1,3,42,2010,6.7
494,210250,Cajari,210250,1,3,42,2010,9.8
577,210740,Olho d'Água das Cunhãs,210740,1,3,42,2010,0.4
2708,314040,Marmelópolis,314040,1,3,42,2010,0
2528,312570,Felixlândia,312570,1,3,42,2010,3.7
2497,312280,Dom Viçoso,312280,1,3,42,2010,0.4
621,211050,São Bento,211050,1,3,42,2010,0.7
3090,317170,Virgínia,317170,1,3,42,2010,2
2436,311770,Conceição do Rio Verde,311770,1,3,42,2010,0.6
594,210870,Pio XII,210870,1,3,42,2010,1.4
643,211170,São Vicente Ferrer,211170,1,3,42,2010,0.1
3572,352720,Lorena,352720,1,3,42,2010,0.2
647,211178,Serrano do Maranhão,211178,1,3,42,2010,2.7
642,211167,São Roberto,211167,1,3,42,2010,4.3
2824,314990,Perdões,314990,1,3,42,2010,0.3
2849,315200,Pompéu,315200,1,3,42,2010,3.1
580,210760,Palmeirândia,210760,1,3,42,2010,0.5
2679,313820,Lavras,313820,1,3,42,2010,0.4
463,210083,Apicum-Açu,210083,1,3,42,2010,0.4
3416,351360,Cunha,351360,1,3,42,2010,1.1
3001,316460,São Sebastião do Oeste,316460,1,3,42,2010,0.3
2822,314970,Perdigão,314970,1,3,42,2010,0.4
563,210650,Matinha,210650,1,3,42,2010,2.8
2927,315880,Santana do Jacaré,315880,1,3,42,2010,0.1
2680,313830,Leandro Ferreira,313830,1,3,42,2010,1.4
3038,316780,Soledade de Minas,316780,1,3,42,2010,0.6
485,210207,Bom Lugar,210207,1,3,42,2010,0.9
2880,315470,Ribeirão Vermelho,315470,1,3,42,2010,0.9
2678,313810,Lassance,313810,1,3,42,2010,7.7
578,210745,Olinda Nova do Maranhão,210745,1,3,42,2010,0
3363,350860,Cachoeira Paulista,350860,1,3,42,2010,0.3
2767,314520,Nova Serrana,314520,1,3,42,2010,0.2
3414,351340,Cruzeiro,351340,1,3,42,2010,0.3
2489,312230,Divinópolis,312230,1,3,42,2010,0.2
2851,315213,Ponto Chique,315213,1,3,42,2010,10.2
2950,316080,São Bento Abade,316080,1,3,42,2010,0.7
836,220885,Riacho Frio,220885,1,3,42,2010,5.1
2798,314760,Passa Quatro,314760,1,3,42,2010,1
549,210580,Lago do Junco,210580,1,3,42,2010,0.2
2990,316370,São Lourenço,316370,1,3,42,2010,0.1
2593,313080,Ingaí,313080,1,3,42,2010,0.7
2956,316120,São Francisco de Paula,316120,1,3,42,2010,2.2
625,211080,São Félix de Balsas,211080,1,3,42,2010,50.2
735,220323,Currais,220323,1,3,42,2010,6.4
469,210120,Bacabal,210120,1,3,42,2010,1.8
3004,316490,São Sebastião do Rio Verde,316490,1,3,42,2010,0.3
2583,313005,Icaraí de Minas,313005,1,3,42,2010,4.5
2940,315990,Santo Antônio do Amparo,315990,1,3,42,2010,0.1
3379,350995,Canas,350995,1,3,42,2010,0.1
3063,317000,Ubaí,317000,1,3,42,2010,5.4
3007,316520,São Thomé das Letras,316520,1,3,42,2010,0.4
2689,313870,Luminárias,313870,1,3,42,2010,0.3
513,210370,Cururupu,210370,1,3,42,2010,1.9
590,210840,Peri Mirim,210840,1,3,42,2010,0.2
2857,315260,Pouso Alto,315260,1,3,42,2010,0.4
664,211290,Vitória do Mearim,211290,1,3,42,2010,6.1
3078,317080,Várzea da Palma,317080,1,3,42,2010,2.5
511,210355,Conceição do Lago-Açu,210355,1,3,42,2010,7.5
517,210400,Esperantinópolis,210400,1,3,42,2010,3.7
596,210890,Poção de Pedras,210890,1,3,42,2010,1
550,210590,Lago Verde,210590,1,3,42,2010,1.9
872,221062,Sebastião Barros,221062,1,3,42,2010,14.1
552,210594,Lago dos Rodrigues,210594,1,3,42,2010,0.2
2394,311400,Carmo da Mata,311400,1,3,42,2010,0.2
2617,313310,Itanhandu,313310,1,3,42,2010,0.1
2577,312960,Ibiaí,312960,1,3,42,2010,5
2843,315140,Pitangui,315140,1,3,42,2010,2.1
2413,311550,Caxambu,311550,1,3,42,2010,0.2
2172,292840,Santa Rita de Cássia,292840,1,3,42,2010,9.9
2296,310490,Baependi,310490,1,3,42,2010,0.9
2587,313040,Ijaci,313040,1,3,42,2010,0
2435,311760,Conceição do Pará,311760,1,3,42,2010,2.7
479,210180,Benedito Leite,210180,1,3,42,2010,12.7
636,211140,São Luís Gonzaga do Maranhão,211140,1,3,42,2010,1.8
2841,315120,Pirapora,315120,1,3,42,2010,0.6
883,221120,Uruçuí,221120,1,3,42,2010,5.2
2327,310800,Bom Sucesso,310800,1,3,42,2010,0.2
628,211100,São João Batista,211100,1,3,42,2010,5.5
2363,311115,Campo Azul,311115,1,3,42,2010,12.8
569,210680,Mirinzal,210680,1,3,42,2010,4.9
656,211230,Tuntum,211230,1,3,42,2010,7.4
503,210312,Central do Maranhão,210312,1,3,42,2010,3.4
3566,352660,Lavrinhas,352660,1,3,42,2010,1.8
480,210190,Bequimão,210190,1,3,42,2010,0.5
538,210520,Igarapé Grande,210520,1,3,42,2010,0.2
2774,314560,Oliveira,314560,1,3,42,2010,0.5
1842,290140,Angical,290140,1,3,42,2010,8.7
546,210560,Joselândia,210560,1,3,42,2010,8.2
3845,355200,Silveiras,355200,1,3,42,2010,0.4
1917,290740,Catolândia,290740,1,3,42,2010,4.7
2963,316180,São Gonçalo do Pará,316180,1,3,42,2010,0.1
2425,311660,Cláudio,311660,1,3,42,2010,1.3
2630,313430,Itumirim,313430,1,3,42,2010,2.5
2616,313300,Itamonte,313300,1,3,42,2010,1
2471,312080,Cruzília,312080,1,3,42,2010,0.4
3226,330380,Paraty,330380,1,3,42,2010,0.6
2582,313000,Ibituruna,313000,1,3,42,2010,0.1
467,210100,Arari,210100,1,3,42,2010,15.7
2791,314690,Papagaios,314690,1,3,42,2010,0.1
2452,311910,Corinto,311910,1,3,42,2010,3.9
2396,311420,Carmo do Cajuru,311420,1,3,42,2010,1.6
3736,354190,Queluz,354190,1,3,42,2010,1.5
2449,311880,Coração de Jesus,311880,1,3,42,2010,10.8
812,220740,Palmeira do Piauí,220740,1,3,42,2010,3.7
2438,311783,Cônego Marinho,311783,1,3,42,2010,5.9
2669,313730,Lagoa dos Patos,313730,1,3,42,2010,4.2
2776,314580,Onça de Pitangui,314580,1,3,42,2010,0.9
815,220760,Parnaguá,220760,1,3,42,2010,8
472,210135,Bacurituba,210135,1,3,42,2010,1.2
2746,314360,Morro da Garça,314360,1,3,42,2010,8.9
2632,313450,Itutinga,313450,1,3,42,2010,0.5
493,210240,Cajapió,210240,1,3,42,2010,0.5
834,220870,Redenção do Gurguéia,220870,1,3,42,2010,2.8
3306,350350,Areias,350350,1,3,42,2010,0.8
2585,313020,Igaratinga,313020,1,3,42,2010,6.5
3236,330420,Resende,330420,1,3,42,2010,0.2
2401,311460,Carrancas,311460,1,3,42,2010,2
481,210193,Bernardo do Mearim,210193,1,3,42,2010,0.6
534,210490,Guimarães,210490,1,3,42,2010,5.8
1935,290910,Coribe,290910,1,3,42,2010,10.3
2474,312090,Curvelo,312090,1,3,42,2010,1.1
2700,313970,Maravilhas,313970,1,3,42,2010,0.9
623,211065,São Domingos do Azeitão,211065,1,3,42,2010,0.7
2793,314710,Pará de Minas,314710,1,3,42,2010,0.2
461,210070,Anajatuba,210070,1,3,42,2010,1.7
2399,311450,Carmópolis de Minas,311450,1,3,42,2010,0.2
2255,310130,Alagoa,310130,1,3,42,2010,1.6
2254,310120,Aiuruoca,310120,1,3,42,2010,1.8
637,211150,São Mateus do Maranhão,211150,1,3,42,2010,3.8
2735,314270,Montalvânia,314270,1,3,42,2010,13.6
610,210975,Santa Filomena do Maranhão,210975,1,3,42,2010,1.4
1856,290250,Baianópolis,290250,1,3,42,2010,2.4
2757,314450,Nazareno,314450,1,3,42,2010,1.4
598,210905,Porto Rico do Maranhão,210905,1,3,42,2010,3.5
587,210820,Pedreiras,210820,1,3,42,2010,6.1
654,211223,Trizidela do Vale,211223,1,3,42,2010,3.9
2821,314960,Pequi,314960,1,3,42,2010,2.7
3820,354960,São José do Barreiro,354960,1,3,42,2010,0.2
502,210310,Cedral,210310,1,3,42,2010,2.1
2688,313868,Luislândia,313868,1,3,42,2010,9.5
453,210020,Alcântara,210020,1,3,42,2010,1.5
2625,313380,Itaúna,313380,1,3,42,2010,0.3
2169,292810,Santa Maria da Vitória,292810,1,3,42,2010,10.4
3005,316500,São Tiago,316500,1,3,42,2010,0.4
2335,310860,Brasília de Minas,310860,1,3,42,2010,8.4
2726,314190,Minduri,314190,1,3,42,2010,0.2
2647,313560,Jequitaí,313560,1,3,42,2010,11.5
2816,314915,Pedras de Maria da Cruz,314915,1,3,42,2010,4.7
2976,316265,São João do Pacuí,316265,1,3,42,2010,10
2319,310720,Bocaina de Minas,310720,1,3,42,2010,0.7
634,211125,São José dos Basílios,211125,1,3,42,2010,4.1
2796,314740,Paraopeba,314740,1,3,42,2010,2.8
3207,330225,Itatiaia,330225,1,3,42,2010,0.8
2608,313220,Itaguara,313220,1,3,42,2010,1.1
1938,290940,Cotegipe,290940,1,3,42,2010,13.3
3030,316700,Serranos,316700,1,3,42,2010,0
619,211030,Santo Antônio dos Lopes,211030,1,3,42,2010,3.7
2984,316310,São José da Varginha,316310,1,3,42,2010,0.7
3174,330010,Angra dos Reis,330010,1,3,42,2010,0.6
649,211190,Sucupira do Norte,211190,1,3,42,2010,14.9
734,220320,Curimatá,220320,1,3,42,2010,6.8
568,210675,Miranda do Norte,210675,1,3,42,2010,3.7
565,210663,Matões do Norte,210663,1,3,42,2010,21.6
510,210350,Colinas,210350,1,3,42,2010,5.7
2799,314770,Passa Tempo,314770,1,3,42,2010,0.7
3008,316530,São Vicente de Minas,316530,1,3,42,2010,0
2536,312640,Fortuna de Minas,312640,1,3,42,2010,0.4
599,210910,Presidente Dutra,210910,1,3,42,2010,2
555,210600,Lima Campos,210600,1,3,42,2010,0.6
541,210540,Itapecuru Mirim,210540,1,3,42,2010,3.2
2403,311480,Carvalhos,311480,1,3,42,2010,1.1
2407,311520,Conceição da Barra de Minas,311520,1,3,42,2010,0.9
2968,316225,São João da Lagoa,316225,1,3,42,2010,16.2
2623,313370,Itatiaiuçu,313370,1,3,42,2010,9.5
2972,316250,São João del Rei,316250,1,3,42,2010,0.4
3023,316640,Seritinga,316640,1,3,42,2010,0.5
616,211020,Santa Rita,211020,1,3,42,2010,3.8
2730,314225,Miravânia,314225,1,3,42,2010,9
2835,315060,Piracema,315060,1,3,42,2010,1.6
624,211070,São Domingos do Maranhão,211070,1,3,42,2010,3.7
2595,313100,Inhaúma,313100,1,3,42,2010,4.7
2713,314070,Mateus Leme,314070,1,3,42,2010,0.6
2532,312600,Florestal,312600,1,3,42,2010,0.5
1941,290970,Cristópolis,290970,1,3,42,2010,1.8
3301,350315,Arapeí,350315,1,3,42,2010,0.1
2347,310960,Cachoeira da Prata,310960,1,3,42,2010,0.6
2512,312410,Esmeraldas,312410,1,3,42,2010,2.6
3321,350490,Bananal,350490,1,3,42,2010,0.7
584,210800,Pastos Bons,210800,1,3,42,2010,3.5
2295,310480,Augusto de Lima,310480,1,3,42,2010,15
2272,310280,Andrelândia,310280,1,3,42,2010,0.3
470,210125,Bacabeira,210125,1,3,42,2010,8.2
543,210545,Jatobá,210545,1,3,42,2010,3
515,210380,Dom Pedro,210380,1,3,42,2010,1.8
2072,292045,Mansidão,292045,1,3,42,2010,32.5
1955,291077,Feira da Mata,291077,1,3,42,2010,15.1
2894,315610,Ritápolis,315610,1,3,42,2010,0.5
2350,310990,Caetanópolis,310990,1,3,42,2010,2.4
2607,313210,Itacarambi,313210,1,3,42,2010,2.2
456,210043,Alto Alegre do Maranhão,210043,1,3,42,2010,3.8
2971,316245,São João das Missões,316245,1,3,42,2010,1.5
2693,313910,Madre de Deus de Minas,313910,1,3,42,2010,3.2
2538,312660,Francisco Dumont,312660,1,3,42,2010,5.5
512,210360,Coroatá,210360,1,3,42,2010,2.9
3032,316720,Sete Lagoas,316720,1,3,42,2010,0.5
497,210270,Cantanhede,210270,1,3,42,2010,7.1
2874,315420,Resende Costa,315420,1,3,42,2010,0.2
498,210275,Capinzal do Norte,210275,1,3,42,2010,2.1
2886,315530,Rio Manso,315530,1,3,42,2010,1.2
2469,312060,Crucilândia,312060,1,3,42,2010,0.6
2643,313535,Japonvar,313535,1,3,42,2010,3.8
2661,313665,Juatuba,313665,1,3,42,2010,3.2
2683,313850,Liberdade,313850,1,3,42,2010,1.6
635,211130,São Luís,211130,1,3,42,2010,1.8
591,210845,Peritoró,210845,1,3,42,2010,1.8
532,210470,Graça Aranha,210470,1,3,42,2010,1.5
2480,312140,Desterro de Entre Rios,312140,1,3,42,2010,1.2
2450,311890,Cordisburgo,311890,1,3,42,2010,6.6
674,220045,Alvorada do Gurguéia,220045,1,3,42,2010,7.2
2341,310920,Buenópolis,310920,1,3,42,2010,12.8
2696,313930,Manga,313930,1,3,42,2010,7.9
2596,313110,Inimutaba,313110,1,3,42,2010,2.4
788,220590,Manoel Emídio,220590,1,3,42,2010,5.3
2584,313010,Igarapé,313010,1,3,42,2010,1.6
3232,330411,Porto Real,330411,1,3,42,2010,0.4
2686,313865,Lontra,313865,1,3,42,2010,0.9
525,210440,Gonçalves Dias,210440,1,3,42,2010,1.5
873,221063,Sebastião Leal,221063,1,3,42,2010,1.7
508,210330,Codó,210330,1,3,42,2010,4.5
2800,314780,Passa-Vinte,314780,1,3,42,2010,0.4
843,220930,Santa Luz,220930,1,3,42,2010,3.7
595,210880,Pirapemas,210880,1,3,42,2010,5
2831,315040,Piedade dos Gerais,315040,1,3,42,2010,2.2
678,220080,Antônio Almeida,220080,1,3,42,2010,2.4
776,220552,Júlio Borges,220552,1,3,42,2010,21.6
2424,311650,Claro dos Poções,311650,1,3,42,2010,5
2339,310900,Brumadinho,310900,1,3,42,2010,1.8
1900,290610,Canápolis,290610,1,3,42,2010,9.6
3181,330040,Barra Mansa,330040,1,3,42,2010,0.4
3233,330412,Quatis,330412,1,3,42,2010,0.2
2665,313695,Juvenília,313695,1,3,42,2010,11.7
526,210450,Governador Archer,210450,1,3,42,2010,3.3
2328,310810,Bonfim,310810,1,3,42,2010,2
2207,293090,Tabocas do Brejo Velho,293090,1,3,42,2010,4.9
575,210730,Nova Iorque,210730,1,3,42,2010,12.8
2948,316060,Santo Hipólito,316060,1,3,42,2010,2.6
3238,330440,Rio Claro,330440,1,3,42,2010,0.6
2314,310670,Betim,310670,1,3,42,2010,0.7
2727,314200,Mirabela,314200,1,3,42,2010,3.1
528,210460,Governador Eugênio Barros,210460,1,3,42,2010,3.1
608,210960,Rosário,210960,1,3,42,2010,4.8
733,220310,Cristino Castro,220310,1,3,42,2010,2.1
2655,313640,Joaquim Felício,313640,1,3,42,2010,6.2
2277,310320,Araçaí,310320,1,3,42,2010,4.9
2980,316292,São Joaquim de Bicas,316292,1,3,42,2010,4.8
2281,310360,Arantina,310360,1,3,42,2010,0.2
2830,315030,Piedade do Rio Grande,315030,1,3,42,2010,1.5
2170,292820,Santana,292820,1,3,42,2010,3.9
2458,311970,Coronel Xavier Chaves,311970,1,3,42,2010,0.2
831,220855,Porto Alegre do Piauí,220855,1,3,42,2010,7.5
2578,312965,Ibiracatu,312965,1,3,42,2010,6.3
2510,312390,Entre Rios de Minas,312390,1,3,42,2010,0.8
2322,310750,Bom Jardim de Minas,310750,1,3,42,2010,0.7
2802,314795,Patis,314795,1,3,42,2010,4.5
2970,316240,São João da Ponte,316240,1,3,42,2010,4.6
2910,315733,Santa Cruz de Minas,315733,1,3,42,2010,0.4
523,210420,Fortuna,210420,1,3,42,2010,9.6
3049,316880,Tiradentes,316880,1,3,42,2010,1.4
2180,292905,São Félix do Coribe,292905,1,3,42,2010,3.1
2933,315930,Santa Rita de Jacutinga,315930,1,3,42,2010,0.4
2863,315320,Presidente Juscelino,315320,1,3,42,2010,12.4
2378,311250,Capim Branco,311250,1,3,42,2010,0.8
633,211120,São José de Ribamar,211120,1,3,42,2010,1.6
2705,314015,Mário Campos,314015,1,3,42,2010,0.2
529,210462,Governador Luiz Rocha,210462,1,3,42,2010,2.6
2742,314330,Montes Claros,314330,1,3,42,2010,1.1
2670,313740,Lagoa Dourada,313740,1,3,42,2010,1.2
2718,314110,Matozinhos,314110,1,3,42,2010,0.5
2733,314250,Monjolos,314250,1,3,42,2010,3.8
2818,314930,Pedro Leopoldo,314930,1,3,42,2010,0.3
3213,330260,Mangaratiba,330260,1,3,42,2010,0.9
3262,330610,Valença,330610,1,3,42,2010,0.9
799,220665,Morro Cabeça no Tempo,220665,1,3,42,2010,7.2
579,210750,Paço do Lumiar,210750,1,3,42,2010,1.1
784,220560,Landri Sales,220560,1,3,42,2010,2.7
2867,315360,Prudente de Morais,315360,1,3,42,2010,0
3011,316553,Sarzedo,316553,1,3,42,2010,0.9
2644,313540,Jeceaba,313540,1,3,42,2010,3.6
2198,293030,Serra Dourada,293030,1,3,42,2010,6.5
605,210945,Raposa,210945,1,3,42,2010,3
2310,310640,Belo Vale,310640,1,3,42,2010,1.1
2240,293345,Wanderley,293345,1,3,42,2010,4.7
2926,315870,Santana do Garambéu,315870,1,3,42,2010,0
2879,315460,Ribeirão das Neves,315460,1,3,42,2010,1.4
2548,312720,Funilândia,312720,1,3,42,2010,5.2
468,210110,Axixá,210110,1,3,42,2010,3.4
2648,313570,Jequitibá,313570,1,3,42,2010,6
2447,311860,Contagem,311860,1,3,42,2010,0.2
2508,312380,Engenheiro Navarro,312380,1,3,42,2010,0.5
600,210920,Presidente Juscelino,210920,1,3,42,2010,18
3265,330630,Volta Redonda,330630,1,3,42,2010,0.2
2858,315270,Prados,315270,1,3,42,2010,1.2
683,220110,Avelino Lopes,220110,1,3,42,2010,19.6
2580,312980,Ibirité,312980,1,3,42,2010,0.6
645,211174,Senador Alexandre Costa,211174,1,3,42,2010,1.7
1880,290440,Brejolândia,290440,1,3,42,2010,9.8
2924,315850,Santana de Pirapama,315850,1,3,42,2010,16.4
2320,310730,Bocaiúva,310730,1,3,42,2010,3.5
2684,313860,Lima Duarte,313860,1,3,42,2010,0.3
581,210770,Paraibano,210770,1,3,42,2010,3.6
536,210510,Icatu,210510,1,3,42,2010,12
661,211270,Vargem Grande,211270,1,3,42,2010,6.6
2935,315940,Santa Rita de Ibitipoca,315940,1,3,42,2010,1.4
3079,317090,Varzelândia,317090,1,3,42,2010,4.1
2575,312940,Ibertioga,312940,1,3,42,2010,2.8
2771,314540,Olaria,314540,1,3,42,2010,2.7
3230,330400,Piraí,330400,1,3,42,2010,0.7
2482,312160,Diamantina,312160,1,3,42,2010,1
2731,314230,Moeda,314230,1,3,42,2010,6.2
492,210237,Cachoeira Grande,210237,1,3,42,2010,15.3
1914,290710,Carinhanha,290710,1,3,42,2010,10.4
603,210930,Presidente Vargas,210930,1,3,42,2010,5.2
3180,330030,Barra do Piraí,330030,1,3,42,2010,0.7
489,210230,Buriti Bravo,210230,1,3,42,2010,8.3
2556,312760,Gouveia,312760,1,3,42,2010,3.9
652,211210,Timbiras,211210,1,3,42,2010,4.2
1884,290475,Buritirama,290475,1,3,42,2010,19.2
2638,313505,Jaíba,313505,1,3,42,2010,5.8
3229,330395,Pinheiral,330395,1,3,42,2010,0.4
572,210710,Morros,210710,1,3,42,2010,16.3
2499,312300,Dores de Campos,312300,1,3,42,2010,1.2
2308,310620,Belo Horizonte,310620,1,3,42,2010,0.1
790,220600,Marcos Parente,220600,1,3,42,2010,1.1
2951,316090,São Brás do Suaçuí,316090,1,3,42,2010,0.6
2982,316295,São José da Lapa,316295,1,3,42,2010,0.7
2303,310560,Barbacena,310560,1,3,42,2010,0.8
1859,290270,Barra,290270,1,3,42,2010,24
2715,314085,Matias Cardoso,314085,1,3,42,2010,18.7
2297,310500,Baldim,310500,1,3,42,2010,3.9
631,211107,São João do Soter,211107,1,3,42,2010,4.5
2305,310590,Barroso,310590,1,3,42,2010,0.1
2404,311490,Casa Grande,311490,1,3,42,2010,5.7
693,220170,Bertolínia,220170,1,3,42,2010,1.5
3085,317120,Vespasiano,317120,1,3,42,2010,0.2
2439,311787,Confins,311787,1,3,42,2010,0.9
2892,315590,Rio Preto,315590,1,3,42,2010,0.9
2762,314480,Nova Lima,314480,1,3,42,2010,0.4
2386,311320,Carandaí,311320,1,3,42,2010,3
573,210720,Nina Rodrigues,210720,1,3,42,2010,10.7
2196,293015,Serra do Ramalho,293015,1,3,42,2010,5.8
2441,311800,Congonhas,311800,1,3,42,2010,0.8
583,210790,Passagem Franca,210790,1,3,42,2010,6.7
2605,313190,Itabirito,313190,1,3,42,2010,0.5
2673,313760,Lagoa Santa,313760,1,3,42,2010,0.5
2869,315380,Queluzito,315380,1,3,42,2010,8.3
2633,313460,Jaboticatubas,313460,1,3,42,2010,5.4
758,220455,Guaribas,220455,1,3,42,2010,12.8
2917,315780,Santa Luzia,315780,1,3,42,2010,0.4
2094,292225,Muquém de São Francisco,292225,1,3,42,2010,11.3
3203,330200,Itaguaí,330200,1,3,42,2010,1.5
2781,314610,Ouro Preto,314610,1,3,42,2010,0.8
2444,311830,Conselheiro Lafaiete,311830,1,3,42,2010,0.3
757,220450,Guadalupe,220450,1,3,42,2010,4.4
2876,315440,Ressaquinha,315440,1,3,42,2010,1.2
2901,315670,Sabará,315670,1,3,42,2010,1.4
2467,312040,Cristiano Otoni,312040,1,3,42,2010,0.3
3081,317103,Verdelândia,317103,1,3,42,2010,7.5
2274,310290,Antônio Carlos,310290,1,3,42,2010,0.6
2069,292020,Malhada,292020,1,3,42,2010,13.6
2124,292440,Pilão Arcado,292440,1,3,42,2010,40
582,210780,Parnarama,210780,1,3,42,2010,3.9
2881,315480,Rio Acima,315480,1,3,42,2010,0.9
2315,310680,Bias Fortes,310680,1,3,42,2010,1.5
2434,311750,Conceição do Mato Dentro,311750,1,3,42,2010,2.4
632,211110,São João dos Patos,211110,1,3,42,2010,3.6
2908,315727,Santa Bárbara do Monte Verde,315727,1,3,42,2010,0.6
2442,311810,Congonhas do Norte,311810,1,3,42,2010,3.3
501,210300,Caxias,210300,1,3,42,2010,4.3
2870,315390,Raposos,315390,1,3,42,2010,0.1
3224,330360,Paracambi,330360,1,3,42,2010,1.3
2259,310163,Alfredo Vasconcelos,310163,1,3,42,2010,0.4
727,220275,Colônia do Gurguéia,220275,1,3,42,2010,1
2385,311310,Caranaíba,311310,1,3,42,2010,10.9
2772,314545,Olhos-d'Água,314545,1,3,42,2010,11.2
620,211040,São Benedito do Rio Preto,211040,1,3,42,2010,6.5
3255,330555,Seropédica,330555,1,3,42,2010,1
744,220360,Eliseu Martins,220360,1,3,42,2010,0.8
2381,311270,Capitão Enéas,311270,1,3,42,2010,2.2
2779,314590,Ouro Branco,314590,1,3,42,2010,0.9
3215,330280,Mendes,330280,1,3,42,2010,0.7
770,220530,Jerumenha,220530,1,3,42,2010,1.8
3241,330455,Rio de Janeiro,330455,1,3,42,2010,0.6
2819,314940,Pedro Teixeira,314940,1,3,42,2010,1.5
2930,315900,Santana do Riacho,315900,1,3,42,2010,16.6
3044,316830,Taquaraçu de Minas,316830,1,3,42,2010,13.6
714,220225,Canavieira,220225,1,3,42,2010,3.4
3264,330620,Vassouras,330620,1,3,42,2010,0.6
2931,315910,Santana dos Montes,315910,1,3,42,2010,1.4
2539,312670,Francisco Sá,312670,1,3,42,2010,16.5
535,210500,Humberto de Campos,210500,1,3,42,2010,9.3
454,210030,Aldeias Altas,210030,1,3,42,2010,6.5
2351,311000,Caeté,311000,1,3,42,2010,0.8
2203,293075,Sítio do Mato,293075,1,3,42,2010,15
2475,312100,Datas,312100,1,3,42,2010,0.7
2030,291733,Iuiú,291733,1,3,42,2010,9.2
506,210320,Chapadinha,210320,1,3,42,2010,4.9
551,210592,Lagoa do Mato,210592,1,3,42,2010,6
2563,312825,Guaraciama,312825,1,3,42,2010,2.2
564,210660,Matões,210660,1,3,42,2010,2.5
3199,330180,Engenheiro Paulo de Frontin,330180,1,3,42,2010,0.1
3021,316620,Senhora dos Remédios,316620,1,3,42,2010,3
2626,313390,Itaverava,313390,1,3,42,2010,1
2949,316070,Santos Dumont,316070,1,3,42,2010,0.4
715,220230,Canto do Buriti,220230,1,3,42,2010,7.8
2551,312735,Glaucilândia,312735,1,3,42,2010,2.6
2663,313680,Juramento,313680,1,3,42,2010,11.6
